seed_id,seed,cross_source_1_id,cross_source_1_name,cross_source_1_day,cross_source_2_id,cross_source_2_name,cross_source_2_day,by_products_id,by_products_name,score
Seed_013,庫里爾蘿蔔種子,Seed_023,新薯芽塊,5,Seed_025,奧·哥摩羅漿果種子,2,Seed_024,謝爾達萊鳳梨種子,93
Seed_013,庫里爾蘿蔔種子,Seed_023,新薯芽塊,5,Seed_024,謝爾達萊鳳梨種子,2,Seed_024,謝爾達萊鳳梨種子,93
Seed_013,庫里爾蘿蔔種子,Seed_023,新薯芽塊,5,Seed_021,拉札罕檸檬種子,2,Seed_024,謝爾達萊鳳梨種子,93
Seed_013,庫里爾蘿蔔種子,Seed_037,甘菊種子,5,Seed_026,基薩爾種子,3,Seed_025,奧·哥摩羅漿果種子,93
Seed_013,庫里爾蘿蔔種子,Seed_037,甘菊種子,5,Seed_029,瓦爾醋栗種子,2,Seed_025,奧·哥摩羅漿果種子,93
Seed_013,庫里爾蘿蔔種子,Seed_037,甘菊種子,5,Seed_025,奧·哥摩羅漿果種子,2,Seed_025,奧·哥摩羅漿果種子,93
Seed_013,庫里爾蘿蔔種子,Seed_023,新薯芽塊,5,Seed_026,基薩爾種子,3,Seed_024,謝爾達萊鳳梨種子,93
Seed_013,庫里爾蘿蔔種子,Seed_037,甘菊種子,5,Seed_027,輝鱗油梨種子,2,Seed_025,奧·哥摩羅漿果種子,93
Seed_013,庫里爾蘿蔔種子,Seed_037,甘菊種子,5,Seed_030,塞爾法特爾沙果種子,2,Seed_025,奧·哥摩羅漿果種子,93
Seed_013,庫里爾蘿蔔種子,Seed_037,甘菊種子,5,Seed_028,多瑪青梅種子,2,Seed_025,奧·哥摩羅漿果種子,93
Seed_013,庫里爾蘿蔔種子,Seed_037,甘菊種子,5,Seed_024,謝爾達萊鳳梨種子,2,Seed_025,奧·哥摩羅漿果種子,93
Seed_013,庫里爾蘿蔔種子,Seed_022,晶亮蘋果種子,5,Seed_021,拉札罕檸檬種子,2,Seed_021,拉札罕檸檬種子,93
Seed_013,庫里爾蘿蔔種子,Seed_022,晶亮蘋果種子,5,Seed_027,輝鱗油梨種子,2,Seed_021,拉札罕檸檬種子,93
Seed_013,庫里爾蘿蔔種子,Seed_019,血紅奇異果種子,5,Seed_027,輝鱗油梨種子,2,Seed_021,拉札罕檸檬種子,93
Seed_013,庫里爾蘿蔔種子,Seed_019,血紅奇異果種子,5,Seed_029,瓦爾醋栗種子,2,Seed_021,拉札罕檸檬種子,93
Seed_013,庫里爾蘿蔔種子,Seed_022,晶亮蘋果種子,5,Seed_024,謝爾達萊鳳梨種子,2,Seed_021,拉札罕檸檬種子,93
Seed_013,庫里爾蘿蔔種子,Seed_019,血紅奇異果種子,5,Seed_028,多瑪青梅種子,2,Seed_021,拉札罕檸檬種子,93
Seed_013,庫里爾蘿蔔種子,Seed_019,血紅奇異果種子,5,Seed_026,基薩爾種子,3,Seed_021,拉札罕檸檬種子,93
Seed_013,庫里爾蘿蔔種子,Seed_019,血紅奇異果種子,5,Seed_030,塞爾法特爾沙果種子,2,Seed_021,拉札罕檸檬種子,93
Seed_013,庫里爾蘿蔔種子,Seed_019,血紅奇異果種子,5,Seed_024,謝爾達萊鳳梨種子,2,Seed_021,拉札罕檸檬種子,93
Seed_013,庫里爾蘿蔔種子,Seed_019,血紅奇異果種子,5,Seed_025,奧·哥摩羅漿果種子,2,Seed_021,拉札罕檸檬種子,93
Seed_013,庫里爾蘿蔔種子,Seed_037,甘菊種子,5,Seed_021,拉札罕檸檬種子,2,Seed_025,奧·哥摩羅漿果種子,93
Seed_013,庫里爾蘿蔔種子,Seed_019,血紅奇異果種子,5,Seed_021,拉札罕檸檬種子,2,Seed_021,拉札罕檸檬種子,93
Seed_013,庫里爾蘿蔔種子,Seed_022,晶亮蘋果種子,5,Seed_028,多瑪青梅種子,2,Seed_021,拉札罕檸檬種子,93
Seed_013,庫里爾蘿蔔種子,Seed_022,晶亮蘋果種子,5,Seed_029,瓦爾醋栗種子,2,Seed_021,拉札罕檸檬種子,93
Seed_013,庫里爾蘿蔔種子,Seed_022,晶亮蘋果種子,5,Seed_025,奧·哥摩羅漿果種子,2,Seed_021,拉札罕檸檬種子,93
Seed_013,庫里爾蘿蔔種子,Seed_022,晶亮蘋果種子,5,Seed_030,塞爾法特爾沙果種子,2,Seed_021,拉札罕檸檬種子,93
Seed_002,希爾奇斯菜薊種子,Seed_020,克拉卡蘿蔔種子,3,Seed_006,提諾爾卡茶樹種子,5,Seed_015,庫爾札斯茶樹種子,94
Seed_002,希爾奇斯菜薊種子,Seed_031,扁桃種子,5,Seed_020,克拉卡蘿蔔種子,3,Seed_015,庫爾札斯茶樹種子,93
Seed_002,希爾奇斯菜薊種子,Seed_028,多瑪青梅種子,2,Seed_006,提諾爾卡茶樹種子,5,Seed_015,庫爾札斯茶樹種子,93
Seed_002,希爾奇斯菜薊種子,Seed_027,輝鱗油梨種子,2,Seed_006,提諾爾卡茶樹種子,5,Seed_015,庫爾札斯茶樹種子,93
Seed_002,希爾奇斯菜薊種子,Seed_030,塞爾法特爾沙果種子,2,Seed_006,提諾爾卡茶樹種子,5,Seed_015,庫爾札斯茶樹種子,93
Seed_002,希爾奇斯菜薊種子,Seed_020,克拉卡蘿蔔種子,3,Seed_043,小包心菜種子,5,Seed_043,小包心菜種子,93
Seed_002,希爾奇斯菜薊種子,Seed_026,基薩爾種子,3,Seed_006,提諾爾卡茶樹種子,5,Seed_015,庫爾札斯茶樹種子,93
Seed_002,希爾奇斯菜薊種子,Seed_025,奧·哥摩羅漿果種子,2,Seed_006,提諾爾卡茶樹種子,5,Seed_015,庫爾札斯茶樹種子,93
Seed_002,希爾奇斯菜薊種子,Seed_024,謝爾達萊鳳梨種子,2,Seed_006,提諾爾卡茶樹種子,5,Seed_015,庫爾札斯茶樹種子,93
Seed_002,希爾奇斯菜薊種子,Seed_021,拉札罕檸檬種子,2,Seed_006,提諾爾卡茶樹種子,5,Seed_015,庫爾札斯茶樹種子,93
Seed_002,希爾奇斯菜薊種子,Seed_029,瓦爾醋栗種子,2,Seed_006,提諾爾卡茶樹種子,5,Seed_015,庫爾札斯茶樹種子,93
Seed_002,希爾奇斯菜薊種子,Seed_031,扁桃種子,5,Seed_021,拉札罕檸檬種子,2,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_006,提諾爾卡茶樹種子,6,Seed_020,克拉卡蘿蔔種子,3,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_006,提諾爾卡茶樹種子,6,Seed_029,瓦爾醋栗種子,2,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_006,提諾爾卡茶樹種子,6,Seed_028,多瑪青梅種子,2,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_031,扁桃種子,5,Seed_026,基薩爾種子,3,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_006,提諾爾卡茶樹種子,6,Seed_027,輝鱗油梨種子,2,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_006,提諾爾卡茶樹種子,6,Seed_030,塞爾法特爾沙果種子,2,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_029,瓦爾醋栗種子,2,Seed_043,小包心菜種子,5,Seed_043,小包心菜種子,92
Seed_002,希爾奇斯菜薊種子,Seed_031,扁桃種子,5,Seed_027,輝鱗油梨種子,2,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_006,提諾爾卡茶樹種子,6,Seed_025,奧·哥摩羅漿果種子,2,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_030,塞爾法特爾沙果種子,2,Seed_043,小包心菜種子,5,Seed_043,小包心菜種子,92
Seed_002,希爾奇斯菜薊種子,Seed_031,扁桃種子,5,Seed_024,謝爾達萊鳳梨種子,2,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_031,扁桃種子,5,Seed_029,瓦爾醋栗種子,2,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_031,扁桃種子,5,Seed_025,奧·哥摩羅漿果種子,2,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_021,拉札罕檸檬種子,2,Seed_043,小包心菜種子,5,Seed_043,小包心菜種子,92
Seed_002,希爾奇斯菜薊種子,Seed_025,奧·哥摩羅漿果種子,2,Seed_043,小包心菜種子,5,Seed_043,小包心菜種子,92
Seed_002,希爾奇斯菜薊種子,Seed_024,謝爾達萊鳳梨種子,2,Seed_043,小包心菜種子,5,Seed_043,小包心菜種子,92
Seed_002,希爾奇斯菜薊種子,Seed_006,提諾爾卡茶樹種子,6,Seed_024,謝爾達萊鳳梨種子,2,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_040,澤梅爾番茄種子,5,Seed_020,克拉卡蘿蔔種子,3,Seed_043,小包心菜種子,92
Seed_002,希爾奇斯菜薊種子,Seed_026,基薩爾種子,3,Seed_043,小包心菜種子,5,Seed_043,小包心菜種子,92
Seed_002,希爾奇斯菜薊種子,Seed_028,多瑪青梅種子,2,Seed_043,小包心菜種子,5,Seed_043,小包心菜種子,92
Seed_002,希爾奇斯菜薊種子,Seed_031,扁桃種子,5,Seed_028,多瑪青梅種子,2,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_027,輝鱗油梨種子,2,Seed_043,小包心菜種子,5,Seed_043,小包心菜種子,92
Seed_002,希爾奇斯菜薊種子,Seed_031,扁桃種子,5,Seed_030,塞爾法特爾沙果種子,2,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_006,提諾爾卡茶樹種子,6,Seed_021,拉札罕檸檬種子,2,Seed_015,庫爾札斯茶樹種子,92
Seed_002,希爾奇斯菜薊種子,Seed_003,黃杏種子,6,Seed_021,拉札罕檸檬種子,2,Seed_021,拉札罕檸檬種子,91
Seed_002,希爾奇斯菜薊種子,Seed_003,黃杏種子,6,Seed_030,塞爾法特爾沙果種子,2,Seed_021,拉札罕檸檬種子,91
Seed_002,希爾奇斯菜薊種子,Seed_003,黃杏種子,6,Seed_024,謝爾達萊鳳梨種子,2,Seed_021,拉札罕檸檬種子,91
Seed_002,希爾奇斯菜薊種子,Seed_003,黃杏種子,6,Seed_025,奧·哥摩羅漿果種子,2,Seed_021,拉札罕檸檬種子,91
Seed_002,希爾奇斯菜薊種子,Seed_003,黃杏種子,6,Seed_029,瓦爾醋栗種子,2,Seed_021,拉札罕檸檬種子,91
Seed_002,希爾奇斯菜薊種子,Seed_003,黃杏種子,6,Seed_020,克拉卡蘿蔔種子,3,Seed_021,拉札罕檸檬種子,91
Seed_002,希爾奇斯菜薊種子,Seed_003,黃杏種子,6,Seed_028,多瑪青梅種子,2,Seed_021,拉札罕檸檬種子,91
Seed_002,希爾奇斯菜薊種子,Seed_003,黃杏種子,6,Seed_027,輝鱗油梨種子,2,Seed_021,拉札罕檸檬種子,91
Seed_002,希爾奇斯菜薊種子,Seed_040,澤梅爾番茄種子,5,Seed_030,塞爾法特爾沙果種子,2,Seed_016,傘葉無花果種子,91
Seed_002,希爾奇斯菜薊種子,Seed_006,提諾爾卡茶樹種子,6,Seed_026,基薩爾種子,3,Seed_015,庫爾札斯茶樹種子,91
Seed_002,希爾奇斯菜薊種子,Seed_040,澤梅爾番茄種子,5,Seed_025,奧·哥摩羅漿果種子,2,Seed_043,小包心菜種子,91
Seed_002,希爾奇斯菜薊種子,Seed_040,澤梅爾番茄種子,5,Seed_021,拉札罕檸檬種子,2,Seed_043,小包心菜種子,91
Seed_002,希爾奇斯菜薊種子,Seed_040,澤梅爾番茄種子,5,Seed_028,多瑪青梅種子,2,Seed_043,小包心菜種子,91
Seed_002,希爾奇斯菜薊種子,Seed_040,澤梅爾番茄種子,5,Seed_029,瓦爾醋栗種子,2,Seed_043,小包心菜種子,91
Seed_002,希爾奇斯菜薊種子,Seed_040,澤梅爾番茄種子,5,Seed_024,謝爾達萊鳳梨種子,2,Seed_043,小包心菜種子,91
Seed_002,希爾奇斯菜薊種子,Seed_040,澤梅爾番茄種子,5,Seed_030,塞爾法特爾沙果種子,2,Seed_043,小包心菜種子,91
Seed_002,希爾奇斯菜薊種子,Seed_040,澤梅爾番茄種子,5,Seed_026,基薩爾種子,3,Seed_043,小包心菜種子,91
Seed_002,希爾奇斯菜薊種子,Seed_040,澤梅爾番茄種子,5,Seed_027,輝鱗油梨種子,2,Seed_043,小包心菜種子,91
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_020,克拉卡蘿蔔種子,3,Seed_032,中原甘藍種子,96
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_028,多瑪青梅種子,2,Seed_032,中原甘藍種子,95
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_024,謝爾達萊鳳梨種子,2,Seed_032,中原甘藍種子,95
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_021,拉札罕檸檬種子,2,Seed_032,中原甘藍種子,95
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_026,基薩爾種子,3,Seed_032,中原甘藍種子,95
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_027,輝鱗油梨種子,2,Seed_032,中原甘藍種子,95
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_029,瓦爾醋栗種子,2,Seed_032,中原甘藍種子,95
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_025,奧·哥摩羅漿果種子,2,Seed_032,中原甘藍種子,95
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_030,塞爾法特爾沙果種子,2,Seed_032,中原甘藍種子,95
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_020,克拉卡蘿蔔種子,3,Seed_032,中原甘藍種子,94
Seed_010,米梅特葫蘆種子,Seed_044,風茄種子,5,Seed_020,克拉卡蘿蔔種子,3,Seed_033,阿澤瑪玫瑰種子,94
Seed_010,米梅特葫蘆種子,Seed_044,風茄種子,5,Seed_025,奧·哥摩羅漿果種子,2,Seed_033,阿澤瑪玫瑰種子,93
Seed_010,米梅特葫蘆種子,Seed_044,風茄種子,5,Seed_030,塞爾法特爾沙果種子,2,Seed_033,阿澤瑪玫瑰種子,93
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_025,奧·哥摩羅漿果種子,2,Seed_032,中原甘藍種子,93
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_028,多瑪青梅種子,2,Seed_032,中原甘藍種子,93
Seed_010,米梅特葫蘆種子,Seed_044,風茄種子,5,Seed_029,瓦爾醋栗種子,2,Seed_033,阿澤瑪玫瑰種子,93
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_027,輝鱗油梨種子,2,Seed_032,表現形式 ID 映射,93
Seed_010,米梅特葫蘆種子,Seed_044,風茄種子,5,Seed_024,謝爾達萊鳳梨種子,2,Seed_033,阿澤瑪玫瑰種子,93
Seed_010,米梅特葫蘆種子,Seed_044,風茄種子,5,Seed_028,多瑪青梅種子,2,Seed_033,阿澤瑪玫瑰種子,93
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_024,謝爾達萊鳳梨種子,2,Seed_032,中原甘藍種子,93
Seed_010,米梅特葫蘆種子,Seed_044,風茄種子,5,Seed_027,輝鱗油梨種子,2,Seed_033,阿澤瑪玫瑰種子,93
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_021,拉札罕檸檬種子,2,Seed_032,中原甘藍種子,93
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_030,塞爾法特爾沙果種子,2,Seed_032,中原甘藍種子,93
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_029,瓦爾醋栗種子,2,Seed_032,中原甘藍種子,93
Seed_010,米梅特葫蘆種子,Seed_044,風茄種子,5,Seed_026,基薩爾種子,3,Seed_033,阿澤瑪玫瑰種子,93
Seed_010,米梅特葫蘆種子,Seed_042,多刺菠蘿種子,5,Seed_020,克拉卡蘿蔔種子,3,Seed_006,提諾爾卡茶樹種子,93
Seed_010,米梅特葫蘆種子,Seed_044,風茄種子,5,Seed_021,拉札罕檸檬種子,2,Seed_033,阿澤瑪玫瑰種子,93
Seed_010,米梅特葫蘆種子,Seed_032,中原甘藍種子,5,Seed_026,基薩爾種子,3,Seed_032,中原甘藍種子,93
Seed_010,米梅特葫蘆種子,Seed_042,多刺菠蘿種子,5,Seed_021,拉札罕檸檬種子,2,Seed_006,提諾爾卡茶樹種子,92
Seed_010,米梅特葫蘆種子,Seed_042,多刺菠蘿種子,5,Seed_028,多瑪青梅種子,2,Seed_006,提諾爾卡茶樹種子,92
Seed_010,米梅特葫蘆種子,Seed_042,多刺菠蘿種子,5,Seed_027,輝鱗油梨種子,2,Seed_006,提諾爾卡茶樹種子,92
Seed_010,米梅特葫蘆種子,Seed_042,多刺菠蘿種子,5,Seed_025,奧·哥摩羅漿果種子,2,Seed_006,提諾爾卡茶樹種子,92
Seed_010,米梅特葫蘆種子,Seed_042,多刺菠蘿種子,5,Seed_029,瓦爾醋栗種子,2,Seed_006,提諾爾卡茶樹種子,92
Seed_010,米梅特葫蘆種子,Seed_042,多刺菠蘿種子,5,Seed_026,基薩爾種子,3,Seed_006,提諾爾卡茶樹種子,92
Seed_010,米梅特葫蘆種子,Seed_042,多刺菠蘿種子,5,Seed_030,塞爾法特爾沙果種子,2,Seed_006,提諾爾卡茶樹種子,92
Seed_010,米梅特葫蘆種子,Seed_042,多刺菠蘿種子,5,Seed_024,謝爾達萊鳳梨種子,2,Seed_006,提諾爾卡茶樹種子,92
Seed_010,米梅特葫蘆種子,Seed_033,阿澤瑪玫瑰種子,6,Seed_024,謝爾達萊鳳梨種子,2,Seed_033,阿澤瑪玫瑰種子,91
Seed_010,米梅特葫蘆種子,Seed_033,阿澤瑪玫瑰種子,6,Seed_021,拉札罕檸檬種子,2,Seed_033,阿澤瑪玫瑰種子,91
